challenge_id,task_type,language_register,complexity_level,challenge_split,short_parse_success,short_query_exact,short_correct,short_status,short_latency_ms,long_parse_success,long_query_exact,long_correct,long_latency_ms,long_parser_latency_ms,llm_calls,input_tokens,output_tokens,invalid_responses,long_status,outcome
core-closer_of_two-02,closer_of_two,natural_msa,L1,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-03,closer_of_two,natural_msa,L1,dev,False,False,False,unsupported,0.001332999999992257,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-05,closer_of_two,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-06,closer_of_two,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-08,closer_of_two,natural_msa,L1,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-09,closer_of_two,natural_msa,L3,dev,False,False,False,unsupported,0.0011670000000102432,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-11,closer_of_two,natural_msa,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-13,closer_of_two,natural_msa,L4,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-15,closer_of_two,natural_msa,L4,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-17,closer_of_two,conversational,L2,dev,False,False,False,unsupported,0.0011670000000102432,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-18,closer_of_two,conversational,L2,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-20,closer_of_two,conversational,L2,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-21,closer_of_two,conversational,L2,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-23,closer_of_two,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-25,closer_of_two,conversational,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-27,closer_of_two,conversational,L3,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-29,closer_of_two,light_saudi,L1,dev,False,False,False,unsupported,0.0012079999999886626,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-30,closer_of_two,light_saudi,L1,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-32,closer_of_two,light_saudi,L1,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-33,closer_of_two,light_saudi,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-35,closer_of_two,light_saudi,L2,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-37,closer_of_two,indirect_compositional,L4,dev,False,False,False,unsupported,0.0013340000000056085,,,,,,,,,,not_run,not_evaluated
core-closer_of_two-39,closer_of_two,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-01,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-02,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-03,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-05,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-06,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0012089999999881362,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-08,count_within_radius,natural_msa,L1,dev,False,False,False,unsupported,0.0013339999999917307,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-09,count_within_radius,natural_msa,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-11,count_within_radius,natural_msa,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-13,count_within_radius,natural_msa,L4,dev,False,False,False,unsupported,0.0014159999999902029,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-15,count_within_radius,natural_msa,L4,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-17,count_within_radius,conversational,L2,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-18,count_within_radius,conversational,L2,dev,False,False,False,unsupported,0.0013750000000117835,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-20,count_within_radius,conversational,L2,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-21,count_within_radius,conversational,L2,dev,False,False,False,unsupported,0.0013750000000117835,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-23,count_within_radius,conversational,L2,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-25,count_within_radius,conversational,L3,dev,False,False,False,unsupported,0.0016250000000050946,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-27,count_within_radius,conversational,L3,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-29,count_within_radius,light_saudi,L1,dev,False,False,False,unsupported,0.0013340000000056085,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-30,count_within_radius,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-32,count_within_radius,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-33,count_within_radius,light_saudi,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-35,count_within_radius,light_saudi,L2,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-37,count_within_radius,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-count_within_radius-39,count_within_radius,indirect_compositional,L4,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-nearest_category-01,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-nearest_category-02,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-nearest_category-03,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-nearest_category-05,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-nearest_category-06,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-nearest_category-08,nearest_category,natural_msa,L1,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-nearest_category-09,nearest_category,natural_msa,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-nearest_category-11,nearest_category,natural_msa,L3,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-nearest_category-13,nearest_category,natural_msa,L4,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-nearest_category-15,nearest_category,natural_msa,L4,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-nearest_category-17,nearest_category,conversational,L2,dev,False,False,False,unsupported,0.001332999999992257,,,,,,,,,,not_run,not_evaluated
core-nearest_category-18,nearest_category,conversational,L2,dev,False,False,False,unsupported,0.0011670000000102432,,,,,,,,,,not_run,not_evaluated
core-nearest_category-20,nearest_category,conversational,L2,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-nearest_category-21,nearest_category,conversational,L2,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-nearest_category-23,nearest_category,conversational,L2,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-nearest_category-25,nearest_category,conversational,L3,dev,False,False,False,unsupported,0.0011660000000107695,,,,,,,,,,not_run,not_evaluated
core-nearest_category-27,nearest_category,conversational,L3,dev,False,False,False,unsupported,0.0012089999999881362,,,,,,,,,,not_run,not_evaluated
core-nearest_category-29,nearest_category,light_saudi,L1,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-nearest_category-30,nearest_category,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-nearest_category-32,nearest_category,light_saudi,L1,dev,False,False,False,unsupported,0.0012089999999881362,,,,,,,,,,not_run,not_evaluated
core-nearest_category-33,nearest_category,light_saudi,L2,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-nearest_category-35,nearest_category,light_saudi,L2,dev,False,False,False,unsupported,0.0012079999999886626,,,,,,,,,,not_run,not_evaluated
core-nearest_category-37,nearest_category,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-nearest_category-39,nearest_category,indirect_compositional,L4,dev,False,False,False,unsupported,0.0013330000000061348,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-01,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.0021250000000055946,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-02,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-03,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-05,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-06,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-08,nearest_of_two_categories,natural_msa,L1,dev,False,False,False,unsupported,0.0013340000000056085,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-09,nearest_of_two_categories,natural_msa,L3,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-11,nearest_of_two_categories,natural_msa,L3,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-13,nearest_of_two_categories,natural_msa,L4,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-15,nearest_of_two_categories,natural_msa,L4,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-17,nearest_of_two_categories,conversational,L2,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-18,nearest_of_two_categories,conversational,L2,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-20,nearest_of_two_categories,conversational,L2,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-21,nearest_of_two_categories,conversational,L2,dev,False,False,False,unsupported,0.0014159999999902029,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-23,nearest_of_two_categories,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-25,nearest_of_two_categories,conversational,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-27,nearest_of_two_categories,conversational,L3,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-29,nearest_of_two_categories,light_saudi,L1,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-30,nearest_of_two_categories,light_saudi,L1,dev,False,False,False,unsupported,0.0012910000000004862,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-32,nearest_of_two_categories,light_saudi,L1,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-33,nearest_of_two_categories,light_saudi,L2,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-35,nearest_of_two_categories,light_saudi,L2,dev,False,False,False,unsupported,0.0014170000000035543,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-37,nearest_of_two_categories,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-nearest_of_two_categories-39,nearest_of_two_categories,indirect_compositional,L4,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-01,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.002000000000002,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-02,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-03,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-05,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-06,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-08,spatial_multi_constraint,natural_msa,L1,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-09,spatial_multi_constraint,natural_msa,L3,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-11,spatial_multi_constraint,natural_msa,L3,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-13,spatial_multi_constraint,natural_msa,L4,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-15,spatial_multi_constraint,natural_msa,L4,dev,False,False,False,unsupported,0.0010839999999984196,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-17,spatial_multi_constraint,conversational,L2,dev,False,False,False,unsupported,0.0011660000000107695,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-18,spatial_multi_constraint,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-20,spatial_multi_constraint,conversational,L2,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-21,spatial_multi_constraint,conversational,L2,dev,False,False,False,unsupported,0.0012499999999943112,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-23,spatial_multi_constraint,conversational,L2,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-25,spatial_multi_constraint,conversational,L3,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-27,spatial_multi_constraint,conversational,L3,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-29,spatial_multi_constraint,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-30,spatial_multi_constraint,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-32,spatial_multi_constraint,light_saudi,L1,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-33,spatial_multi_constraint,light_saudi,L2,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-35,spatial_multi_constraint,light_saudi,L2,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-37,spatial_multi_constraint,indirect_compositional,L4,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-spatial_multi_constraint-39,spatial_multi_constraint,indirect_compositional,L4,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-01,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-02,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-03,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-05,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.0011249999999907168,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-06,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.001250000000008189,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-08,two_hop_nearest,natural_msa,L1,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-09,two_hop_nearest,natural_msa,L3,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-11,two_hop_nearest,natural_msa,L3,dev,False,False,False,unsupported,0.001209000000002014,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-13,two_hop_nearest,natural_msa,L4,dev,False,False,False,unsupported,0.0011659999999968917,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-15,two_hop_nearest,natural_msa,L4,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-17,two_hop_nearest,conversational,L2,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-18,two_hop_nearest,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-20,two_hop_nearest,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-21,two_hop_nearest,conversational,L2,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-23,two_hop_nearest,conversational,L2,dev,False,False,False,unsupported,0.001082999999998946,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-25,two_hop_nearest,conversational,L3,dev,False,False,False,unsupported,0.0011250000000045945,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-27,two_hop_nearest,conversational,L3,dev,False,False,False,unsupported,0.0011660000000107695,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-29,two_hop_nearest,light_saudi,L1,dev,False,False,False,unsupported,0.0011669999999963654,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-30,two_hop_nearest,light_saudi,L1,dev,False,False,False,unsupported,0.0012080000000025404,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-32,two_hop_nearest,light_saudi,L1,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-33,two_hop_nearest,light_saudi,L2,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-35,two_hop_nearest,light_saudi,L2,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-37,two_hop_nearest,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-two_hop_nearest-39,two_hop_nearest,indirect_compositional,L4,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-01,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-02,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.001332999999992257,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-03,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.0015000000000015001,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-05,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-06,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.0014589999999953251,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-08,within_radius_yes_no,natural_msa,L1,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-09,within_radius_yes_no,natural_msa,L3,dev,False,False,False,unsupported,0.0015409999999937973,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-11,within_radius_yes_no,natural_msa,L3,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-13,within_radius_yes_no,natural_msa,L4,dev,False,False,False,unsupported,0.0014589999999953251,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-15,within_radius_yes_no,natural_msa,L4,dev,False,False,False,unsupported,0.001459000000009203,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-17,within_radius_yes_no,conversational,L2,dev,False,False,False,unsupported,0.0012919999999999598,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-18,within_radius_yes_no,conversational,L2,dev,False,False,False,unsupported,0.001332999999992257,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-20,within_radius_yes_no,conversational,L2,dev,False,False,False,unsupported,0.0013749999999979057,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-21,within_radius_yes_no,conversational,L2,dev,False,False,False,unsupported,0.0014579999999958515,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-23,within_radius_yes_no,conversational,L2,dev,False,False,False,unsupported,0.0014169999999896765,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-25,within_radius_yes_no,conversational,L3,dev,False,False,False,unsupported,0.0014170000000035543,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-27,within_radius_yes_no,conversational,L3,dev,False,False,False,unsupported,0.0014170000000035543,,,,,,,,,,not_run,not_evaluated
core-within_radius_yes_no-29,within_radius_yes_no,light_saudi,L1,dev,False,False,False,unsupported,0.0014170000000035543,,,,,,,,,,not_run,not_evaluated
