split,task_type,id,class,reason
train,nearest_category,5e61c28a6b0f66e4,A,unique_visible_answer_agrees_with_gold
train,nearest_category,335f6b49caceb7a4,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4cd764777c3641e3,A,unique_visible_answer_agrees_with_gold
train,nearest_category,dc19a464dafeab6c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f41c47173f5c6f28,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1d10c7015367129b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e24aa7b4d3ebc5c4,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6a3048fb61ce6886,A,unique_visible_answer_agrees_with_gold
train,nearest_category,91a5400aa4e01ad0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8e1b120034ba5564,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7e5b089aa388c97e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8704e1e0ec87c815,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2efaabc9af310968,A,unique_visible_answer_agrees_with_gold
train,nearest_category,85309587b6b0b816,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d8e349c853bb2ce6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0b700d66a35daf3a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6703852bd8ce716e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,514da890363f7d60,A,unique_visible_answer_agrees_with_gold
train,nearest_category,61866985ed18af24,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b14f187990e7fbf3,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ff055630b5f1ce92,A,unique_visible_answer_agrees_with_gold
train,nearest_category,87e5cae29986e267,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a2842cde3935e9b6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,12704b3cdebf2cdd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,3231424efc711281,A,unique_visible_answer_agrees_with_gold
train,nearest_category,53c896f1cdb6342e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b6fb9885176f5f2e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,dfb889e7ef9f503e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7428c4aaef656a76,A,unique_visible_answer_agrees_with_gold
train,nearest_category,cfc0828f6cb63f5f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c350525f925d032c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,184e57ec99baf821,A,unique_visible_answer_agrees_with_gold
train,nearest_category,38519cac797d1b18,A,unique_visible_answer_agrees_with_gold
train,nearest_category,683ca65d3f69d598,A,unique_visible_answer_agrees_with_gold
train,nearest_category,943ab2f79191da29,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b25fd2e204accafd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2addab16729accd6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,80b1a237fc63327d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,549c2a53e1c7f17b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,17d1ef94e1f24136,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4b48270f1029d2b6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,271b7e547ad2eabc,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9e853150fd38dcf5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,066608bf5104c122,A,unique_visible_answer_agrees_with_gold
train,nearest_category,02b4b6d6f59ea3a1,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e890354f924d960e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7a9b9d93d59a45ff,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ab14139dbd7461ab,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d072a88c94008462,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6535ff13974a0063,A,unique_visible_answer_agrees_with_gold
train,nearest_category,89ce424f79098bf0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,977d8a76fb8eaa13,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e732ddf2b3811214,A,unique_visible_answer_agrees_with_gold
train,nearest_category,693c5426f4fd16be,A,unique_visible_answer_agrees_with_gold
train,nearest_category,26de9838473e8329,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0399f01f11b22c21,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c9a571de705518c5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,179ffdb6efad883e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0f9b28a1cbe54560,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a7fddb327adc4d18,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5e9e5b546457205a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ec7446b182544ba8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2f3a5ab3349b8022,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2216b390b83ec5ca,A,unique_visible_answer_agrees_with_gold
train,nearest_category,25e5cf0b85ba3ff6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,448b3c7645eaef55,A,unique_visible_answer_agrees_with_gold
train,nearest_category,84c872eb640e4289,A,unique_visible_answer_agrees_with_gold
train,nearest_category,023dabc156e9ba7c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e91197788c6475ac,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1a7b78aed2fba25c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8eeacce263d172f4,A,unique_visible_answer_agrees_with_gold
train,nearest_category,25f0dc214bacb0a4,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c04fbb0b2e1ee532,A,unique_visible_answer_agrees_with_gold
train,nearest_category,02ba6928f08be731,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f58aa31e1738014b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d56f4fad923777aa,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b206912d29171a1a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d784922e608ab73c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5632be503c813b09,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b5d281e3747a2d06,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6f0e7cda6cb667d8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8068bef0175d811c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1ab111b204bcb8a8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ff4ca28456b3be8f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b885dda10a0ed55b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,734ee89b49cd1144,A,unique_visible_answer_agrees_with_gold
train,nearest_category,55d6b6ac947fab5d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,3394829287843bb0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0250a2fb5516dca1,A,unique_visible_answer_agrees_with_gold
train,nearest_category,64ea346c0e0f8c42,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a9037302d421a5ac,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f08127e8fd407ebb,A,unique_visible_answer_agrees_with_gold
train,nearest_category,14820c98d2e74039,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7a666f8383ac0e99,A,unique_visible_answer_agrees_with_gold
train,nearest_category,31672147949ad7d3,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c3a5a7d65aff18c6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1c7f7c0c215397cb,A,unique_visible_answer_agrees_with_gold
train,nearest_category,fb7d8a828dc89d23,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e462c784ee4e296f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1f4de9a323b8e551,A,unique_visible_answer_agrees_with_gold
train,nearest_category,eb47fa12c4f067b3,A,unique_visible_answer_agrees_with_gold
train,nearest_category,be6b55b7894358ec,A,unique_visible_answer_agrees_with_gold
train,nearest_category,863427744da7bb82,A,unique_visible_answer_agrees_with_gold
train,nearest_category,74be5a4dcb42b669,A,unique_visible_answer_agrees_with_gold
train,nearest_category,73ef0160c49db28c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f78ebfc93ea17952,A,unique_visible_answer_agrees_with_gold
train,nearest_category,be6473e2ad4b80f3,A,unique_visible_answer_agrees_with_gold
train,nearest_category,3ee61752463975bf,A,unique_visible_answer_agrees_with_gold
train,nearest_category,99dd8aee6da08446,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ac95260d1df2befa,A,unique_visible_answer_agrees_with_gold
train,nearest_category,70802649bd5f9ab7,A,unique_visible_answer_agrees_with_gold
train,nearest_category,174c058aebf78f87,A,unique_visible_answer_agrees_with_gold
train,nearest_category,3d96e80532682eec,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9d4fb8dd3ffa8750,A,unique_visible_answer_agrees_with_gold
train,nearest_category,62edea5c4fdf5a76,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d861b9cee601ca64,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8f5c12cef822ce39,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5822d6d0c905a5cf,A,unique_visible_answer_agrees_with_gold
train,nearest_category,43a02e5091fc1ee8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e357b7c8ce5304fa,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9b0b72d2ae11291f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,607f0ebcbf328faf,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6b64f61780da5501,A,unique_visible_answer_agrees_with_gold
train,nearest_category,e2faff6bdf81dcdd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2d306c6fe884d7f9,A,unique_visible_answer_agrees_with_gold
train,nearest_category,05152b22704e6898,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4cafe95ab3484f15,A,unique_visible_answer_agrees_with_gold
train,nearest_category,705cc7166ae64143,A,unique_visible_answer_agrees_with_gold
train,nearest_category,87e47574c535452d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,40d953cb22bcb329,A,unique_visible_answer_agrees_with_gold
train,nearest_category,88597f74e75c589f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,db84bec776772be5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,456aa21a058007a0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a88e8fba480d3dd2,A,unique_visible_answer_agrees_with_gold
train,nearest_category,cd0cc88e849e7ef6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,29ee93146821db75,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8d7731b3dd7bbc60,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9f7b5383286d7c9c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5585bd168bc02f8d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,71e5fae659c3cf1e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,156d142db0a71c1f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1c7574b9859f425f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,18ea5ea9e979c6fe,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1925b02a5146f9a2,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6077546240a34d54,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8f493d4e3f18237f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,046f32d65e4436eb,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0d9006f5ca17153f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c321da397a2a1105,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6a8ba5eb54fd7536,A,unique_visible_answer_agrees_with_gold
train,nearest_category,de64d5db54a29363,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1ae7f5469de94930,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c10f377d784607fa,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b03e9f49802c8e50,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d6c083bbbeb003af,A,unique_visible_answer_agrees_with_gold
train,nearest_category,eed9bab082c7b047,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c8caefdfef1554fe,A,unique_visible_answer_agrees_with_gold
train,nearest_category,bcc80c1c7eed420d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,89fdfafc74051464,A,unique_visible_answer_agrees_with_gold
train,nearest_category,3bea653b8b33b9f9,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2f19373bd55b7773,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4aa9281e3be71f8b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b8060e2d1018e311,A,unique_visible_answer_agrees_with_gold
train,nearest_category,25642d91115eabe9,A,unique_visible_answer_agrees_with_gold
train,nearest_category,05e252a5fd8cdc5d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6999705ad8dc87ec,A,unique_visible_answer_agrees_with_gold
train,nearest_category,34acd05b9ede7423,A,unique_visible_answer_agrees_with_gold
train,nearest_category,135a190e3c00c594,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2ab8e17d6a2f2acc,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ea09533830cd2d9c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c3e1770e7c42a013,A,unique_visible_answer_agrees_with_gold
train,nearest_category,384ffb6b268e4954,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c3f26dba58d2e273,A,unique_visible_answer_agrees_with_gold
train,nearest_category,93c743abd2d24779,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f6dd295a03294f08,A,unique_visible_answer_agrees_with_gold
train,nearest_category,65dc20cf4dff65d0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2716292766a5fbbd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c032ecdf9501552b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,703d3823a36f6531,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b16bc5cc5afc3662,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d98bb01ef5e050f6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b03e33fa738689fb,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7861d81dab0b56f1,A,unique_visible_answer_agrees_with_gold
train,nearest_category,aaf6af3fb6038a80,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c128644e9a7f2e06,A,unique_visible_answer_agrees_with_gold
train,nearest_category,513358d84c3481d0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,01282ec45aac3212,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ec066181adaf33ff,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c36344a043390214,A,unique_visible_answer_agrees_with_gold
train,nearest_category,27d8684b74007ef7,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d5695d5a0ba4ed4a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,02e53e3ce9860e03,A,unique_visible_answer_agrees_with_gold
train,nearest_category,170a2b647452124c,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9ad8ca44c5e9ed6a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f28f824cbc0b3246,A,unique_visible_answer_agrees_with_gold
train,nearest_category,eda1077b6b8f6eba,A,unique_visible_answer_agrees_with_gold
train,nearest_category,bf13f50f0bf05f35,A,unique_visible_answer_agrees_with_gold
train,nearest_category,29f436fd58d7ee1a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,67a5d67e25533b86,A,unique_visible_answer_agrees_with_gold
train,nearest_category,50043f2c02707bfc,A,unique_visible_answer_agrees_with_gold
train,nearest_category,35782c19f6142535,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0e515cdd7353fc4e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4b88db0a8582757b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9f3a06974bb4312f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d549985f63e516b0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,65f63919400733ca,A,unique_visible_answer_agrees_with_gold
train,nearest_category,faa6accbc4301df5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,818df95a64046317,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b77e33820b688162,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a8f9fa09f737aa3d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2afab3a6174af6a2,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6d39506dbdc20786,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b60975eaf79c9ce0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,629a0b48426e9e4a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2984b4833fe83a2f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,0ee9f17fabdf5c39,A,unique_visible_answer_agrees_with_gold
train,nearest_category,05521693ef9786f6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,993b8b72cfe6a18a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,df207dd10c15eae1,A,unique_visible_answer_agrees_with_gold
train,nearest_category,46eb84e5edf3db14,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d5c6e2e4e364425d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6929d74a3878832b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8c998128fe6d4efd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,af51d27a052dccb5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,32b65c00c3cb3f1b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7a68104d88da926f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6448a3210b5d767f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,cd2380e720a98ef8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,850d40d83f87e2be,A,unique_visible_answer_agrees_with_gold
train,nearest_category,66ed09fbb55af0da,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c1c69a292f2af61d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4340f51c4c326aa7,A,unique_visible_answer_agrees_with_gold
train,nearest_category,dd1b87fca68ed165,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c60ef9cf5230bdea,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f8e2080827c0b748,A,unique_visible_answer_agrees_with_gold
train,nearest_category,7770cc224e2a6b74,A,unique_visible_answer_agrees_with_gold
train,nearest_category,8d5cdaa5230fba99,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a1bf83f09a9864c6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,146915b9ba5e8617,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2a2c47952b2e95b6,A,unique_visible_answer_agrees_with_gold
train,nearest_category,1f99da4283bd877d,A,unique_visible_answer_agrees_with_gold
train,nearest_category,ed07e78af54a3953,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c61ce51465ea759e,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5117ea4415b9e76a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d1076acc5b3d623b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4cab131de0ff3115,A,unique_visible_answer_agrees_with_gold
train,nearest_category,2951669ad5ad056f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f593d388f49c5fa9,A,unique_visible_answer_agrees_with_gold
train,nearest_category,995d6e035343a95f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a3b69b6abc5542d7,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b1090b62545d2dd0,A,unique_visible_answer_agrees_with_gold
train,nearest_category,acd790741b620d28,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d55a75bebf9b5347,A,unique_visible_answer_agrees_with_gold
train,nearest_category,84f5919b66830710,A,unique_visible_answer_agrees_with_gold
train,nearest_category,6a6061305e8d8acd,A,unique_visible_answer_agrees_with_gold
train,nearest_category,5d88090ef59c3c43,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9c8e34f514b07267,A,unique_visible_answer_agrees_with_gold
train,nearest_category,4fb2ef79ab3b075f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,cbaa634aafc2134a,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a0583530884ad0e5,A,unique_visible_answer_agrees_with_gold
train,nearest_category,f504ffa37b80fefe,A,unique_visible_answer_agrees_with_gold
train,nearest_category,c70ef0259ac7647b,A,unique_visible_answer_agrees_with_gold
train,nearest_category,d78561d09fcd47d8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b56b3d5eb5aaceaf,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9e510c99b61338c2,A,unique_visible_answer_agrees_with_gold
train,nearest_category,b7d4718a2b389d86,A,unique_visible_answer_agrees_with_gold
train,nearest_category,a43c94d6a30f65da,A,unique_visible_answer_agrees_with_gold
train,nearest_category,35e884adb1eb2ca8,A,unique_visible_answer_agrees_with_gold
train,nearest_category,da0536aa3afb8c1f,A,unique_visible_answer_agrees_with_gold
train,nearest_category,9a8f0a76f1472ae2,A,unique_visible_answer_agrees_with_gold
